Id,SalePrice
1461,117279.27273081896
1462,141774.2083146983
1463,201472.1322220879
1464,198297.80890473863
1465,187642.92298450216
1466,204773.42847213117
1467,145350.09597135265
1468,180648.57126027663
1469,173782.22777963616
1470,115501.65167310336
1471,194880.3801480585
1472,128833.80960597034
1473,111681.62326622714
1474,179505.8148660309
1475,109660.89676918069
1476,290988.04977133765
1477,190679.43294310037
1478,210233.26457797192
1479,225977.90823202435
1480,336952.2514065552
1481,280322.3234250441
1482,199070.48692695957
1483,162745.38775042671
1484,170501.57707081604
1485,169094.03438512527
1486,214677.31722226093
1487,278406.8890085774
1488,227639.3967831031
1489,179770.60115747593
1490,211513.83433096876
1491,205281.32020290705
1492,132008.13292331962
1493,184330.78630840182
1494,262408.299489137
1495,246663.6558350846
1496,214053.29298484817
1497,238432.09606209066
1498,177485.08836898446
1499,177485.08836898446
1500,182056.11394596743
1501,217100.64336950346
1502,162248.33644570792
1503,214043.4878696821
1504,229279.2044820676
1505,184076.84044301385
1506,196382.37448827198
1507,280946.3476624568
1508,256345.08468710663
1509,151413.310773383
1510,129457.8338433831
1511,126537.45639142176
1512,186362.35323150535
1513,220010.18039540772
1514,122589.4197409605
1515,307113.612223472
1516,192203.10813542802
1517,146736.99311582028
1518,167813.46463212845
1519,182553.1652506862
1520,118157.24283361966
1521,126156.53759333985
1522,173644.4144208851
1523,142789.99177625007
1524,138610.7254234061
1525,96444.87134295059
1526,128960.78253866431
1527,128579.8637405824
1528,128442.05038183133
1529,122220.37667982673
1530,180638.7661451106
1531,207165.26865209348
1532,122358.1900385778
1533,144059.7211031898
1534,131870.31956456855
1535,180373.97985366554
1536,131108.48196840473
1537,109153.00503840481
1538,193472.83746236772
1539,304213.88031273376
1540,250599.8167485977
1541,190161.73609715843
1542,177707.54826709218
1543,235607.20557554302
1544,100645.81854790874
1545,147244.88484659616
1546,124886.80826640013
1547,157518.85196875074
1548,152820.8534590738
1549,135563.37503875082
1550,159179.30520893843
1551,139118.617154182
1552,191663.7304373719
1553,171104.95576700565
1554,141139.34365122847
1555,207312.88712601058
1556,128442.05038183133
1557,149773.5030744185
1558,89715.30591017011
1559,181759.84168724215
1560,238432.09606209066
1561,196763.2932863539
1562,86287.03672743289
1563,113216.13888461188
1564,147361.01735323304
1565,125383.85957111893
1566,222296.72849479024
1567,99503.06215366299
1568,215682.2602577556
1569,168575.30222829228
1570,109396.11047773564
1571,167422.7407188805
1572,121839.45788174482
1573,225471.05181213954
1574,159444.09150038345
1575,215948.08186009168
1576,223438.44957814494
1577,180278.4928882518
1578,178109.11260639722
1579,126040.40508670297
1580,209471.42698180812
1581,103301.40970842502
1582,84255.46980432935
1583,245785.68573228386
1584,230538.09338295023
1585,141668.91623411851
1586,84774.20196116233
1587,98984.32999683
1588,124886.80826640013
1589,145721.20965426852
1590,112189.51499700302
1591,94921.19615062293
1592,189674.4899076057
1593,112200.35542306011
1594,261264.50778400022
1595,184564.0866325666
1596,213376.101928041
1597,210084.6107931638
1598,204392.50967404924
1599,165285.88171519717
1600,176342.3319747387
1601,102561.2529643754
1602,144070.5615292469
1603,93905.41268907115
1604,234115.01635049563
1605,237913.36390525766
1606,157793.44337536182
1607,215311.14657483975
1608,165538.79226969407
1609,179262.70942670005
1610,177982.13967370326
1611,164005.3119622004
1612,176204.51861598765
1613,165284.84640430612
1614,123500.94643282355
1615,111681.62326622714
1616,111681.62326622714
1617,111681.62326622714
1618,84001.5239389414
1619,109279.97797109876
1620,316159.1411011331
1621,134790.69701652988
1622,121457.50377277187
1623,223565.42251083892
1624,222803.58491467507
1625,115501.65167310336
1626,146228.06607415335
1627,198805.70063551454
1628,254028.0859313349
1629,201345.15928939395
1630,375827.6496630246
1631,212783.56365790844
1632,245288.6344275651
1633,170109.81784667703
1634,202360.94275094572
1635,187124.19082766917
1636,145731.01476943455
1637,240198.87669374913
1638,224443.39261363962
1639,206804.9953952347
1640,303547.5296819837
1641,211376.02097221767
1642,233850.23005905058
1643,232580.50073211087
1644,224581.2059723907
1645,200456.34876053614
1646,136335.01775008067
1647,146111.93356751648
1648,153339.5856159068
1649,106348.76009308035
1650,82731.79461200169
1651,82731.79461200169
1652,128833.80960597034
1653,128833.80960597034
1654,191187.32467387625
1655,159074.01312835864
1656,179505.8148660309
1657,191187.32467387625
1658,179505.8148660309
1659,109660.89676918069
1660,115236.86538165831
1661,337723.89411788515
1662,336190.41381039144
1663,251118.54890543065
1664,364643.19115989807
1665,215058.23602034283
1666,220898.99092426553
1667,253636.32670719593
1668,215947.04654920063
1669,219513.12909068892
1670,224200.28717430876
1671,218105.58640499815
1672,305970.8558292262
1673,290489.96315572783
1674,198551.75477012657
1675,197546.81173463192
1676,221428.5635071556
1677,197546.81173463192
1678,341534.1174095953
1679,273973.67679034546
1680,264334.57433166075
1681,209990.1591386411
1682,212010.88563568753
1683,203514.53957124855
1684,179505.8148660309
1685,183822.89457762594
1686,180024.5470228639
1687,169094.03438512527
1688,201599.1051547819
1689,197028.07957779893
1690,183695.92164493195
1691,165030.90053891818
1692,218602.63770971695
1693,169094.03438512527
1694,186870.24496228123
1695,176204.51861598765
1696,257710.30097946007
1697,176204.51861598765
1698,305325.15073969925
1699,256578.38501127143
1700,256324.4391458835
1701,278036.8106365525
1702,209979.318712584
1703,205154.3472702131
1704,210741.1563087478
1705,176458.4644813756
1706,341280.1715442074
1707,176966.35621215147
1708,172649.27650055644
1709,188901.81188538476
1710,208974.37567708932
1711,222549.63904928713
1712,227755.52928973996
1713,205662.23900098898
1714,191822.1893373461
1715,204519.48260674323
1716,127680.2127856675
1717,117903.2969682317
1718,120061.83682402922
1719,224708.17890508464
1720,186616.2990968933
1721,114475.02778549449
1722,114475.02778549449
1723,136081.07188469273
1724,209228.32154247726
1725,233585.44376760555
1726,214296.398424179
1727,194245.51548458866
1728,190171.5412123245
1729,172395.3306351685
1730,203111.93992105246
1731,97460.65480450235
1732,82731.79461200169
1733,113216.13888461188
1734,124145.61621145945
1735,88826.4953813123
1736,88826.4953813123
1737,280841.055581877
1738,217470.72174152828
1739,376186.8876089923
1740,244272.85096601333
1741,193473.8727732588
1742,217100.64336950346
1743,178997.92313525503
1744,240209.71711980624
1745,224444.42792453067
1746,281454.23939323274
1747,257086.2767420473
1748,268873.0786304724
1749,164269.06294275436
1750,127426.26692027957
1751,233056.90649560653
1752,113216.13888461188
1753,172120.73922855745
1754,225840.0948732733
1755,162237.4960196508
1756,117025.32686543101
1757,82731.79461200169
1758,145964.31509359938
1759,214042.45255879106
1760,139742.64139159478
1761,137076.20980502135
1762,235870.95655609702
1763,142652.178417499
1764,125405.54042323312
1765,218222.75422252607
1766,179124.89606794898
1767,224084.1546676719
1768,118284.21576631363
1769,141774.2083146983
1770,120082.48236525236
1771,125648.64586256395
1772,148503.7737474788
1773,125394.69999717601
1774,201080.37299794893
1775,107872.43528540799
1776,144705.42619271675
1777,104201.06066333991
1778,134420.61864450507
1779,157148.77359672592
1780,166914.8489881046
1781,125394.69999717601
1782,104074.08773064596
1783,135816.2855932477
1784,135436.40210605686
1785,109904.00220851152
1786,296447.8858771784
1787,178733.13684381
1788,79568.3117207095
1789,110930.6260961204
1790,126051.24551276007
1791,226199.332819241
1792,148249.82788209082
1793,105079.03076614063
1794,124262.78402898737
1795,113332.27139124875
1796,148514.6141735359
1797,116887.51350667994
1798,105206.0036988346
1799,96455.71176900768
1800,123236.16014137851
1801,149656.33525689057
1802,162851.71514189753
1803,171855.9529371124
1804,122993.05470204767
1805,105713.89542961048
1806,147995.8820167029
1807,210984.26174807866
1808,138853.83086273697
1809,180521.59832758267
1810,170851.0099016177
1811,180129.83910344366
1812,156757.0143725869
1813,141647.23538200435
1814,112835.22008652997
1815,111703.30411834133
1816,104074.08773064596
1817,186362.35323150535
1818,249467.90078040902
1819,136568.31807424547
1820,107121.43811530127
1821,160947.12115148795
1822,135668.6671193306
1823,104708.95239411581
1824,154852.42038217734
1825,204646.45553943721
1826,118030.26990092569
1827,129849.5930675221
1828,195504.40438547128
1829,139626.50888495788
1830,219121.3698665499
1831,241468.60602068884
1832,234347.28136376938
1833,209206.64069036307
1834,154217.5557187075
1835,139857.73858734057
1836,184564.0866325666
1837,147255.72527265328
1838,151170.20533405218
1839,92900.4696535765
1840,168606.7881955725
1841,171390.38759967382
1842,105342.78174669461
1843,106602.70595846829
1844,104317.19316997679
1845,189398.86319010358
1846,117522.37817014981
1847,205503.78010101477
1848,87313.66061504175
1849,179115.09095278295
1850,139753.48181765186
1851,181135.8174498294
1852,111300.70446814521
1853,158312.1755321948
1854,168714.1508979344
1855,173401.30898155423
1856,233215.3653955807
1857,198520.26880284635
1858,186075.8860879461
1859,159052.33227624444
1860,137955.21521871313
1861,156258.9277569771
1862,300265.84366227256
1863,300265.84366227256
1864,300265.84366227256
1865,247310.3962355026
1866,213026.6690972393
1867,181029.49005835855
1868,228009.4751551279
1869,188912.65231144187
1870,184341.6267344589
1871,184838.6780391777
1872,175188.73515443588
1873,217978.61347230416
1874,98730.38413144206
1875,180394.6253948887
1876,219629.2615973258
1877,177982.13967370326
1878,184076.84044301385
1879,88191.63071784245
1880,119564.78551931045
1881,199186.61943359644
1882,241457.76559463175
1883,213661.53376070914
1884,232072.609001335
1885,217227.61630219745
1886,226739.7458281882
1887,174553.87049096602
1888,198043.8630393507
1889,171887.43890439262
1890,118919.08042978348
1891,139626.50888495788
1892,84255.46980432935
1893,146726.15268976317
1894,116240.77310626194
1895,201589.30003961586
1896,137838.0474011852
1897,134028.85942036606
1898,130727.56317032281
1899,129457.8338433831
1900,128949.94211260721
1901,202478.11056847364
1902,165148.0683564461
1903,248557.40939943708
1904,144705.42619271675
1905,192837.97279889786
1906,188013.00135652695
1907,215037.5904791197
1908,134547.59157719905
1909,159561.25931791138
1910,159561.25931791138
1911,246293.57746305974
1912,294924.2106848507
1913,208941.85439891805
1914,76140.04253797229
1915,234368.96221588357
1916,136843.9447917476
1917,255181.68275163774
1918,121088.4607116381
1919,166925.68941416172
1920,227639.3967831031
1921,253150.1158285342
1922,202995.80741441555
1923,278671.6753000224
1924,182426.19231799225
1925,250356.71130926683
1926,276270.03000489407
1927,101015.89691993354
1928,172903.2223659444
1929,104581.97946142184
1930,142038.99460614333
1931,115628.62460579733
1932,136441.34514155152
1933,149762.6626483614
1934,198297.80890473863
1935,181283.4359237465
1936,198297.80890473863
1937,202360.94275094572
1938,170363.76371206497
1939,247564.34210089053
1940,187642.92298450216
1941,201980.0239528638
1942,211629.9668376056
1943,194880.3801480585
1944,272702.91215251473
1945,264334.57433166075
1946,160185.28355532413
1947,242241.28404290977
1948,183568.94871223797
1949,239447.87952364242
1950,154619.12005801254
1951,256705.35794396538
1952,220898.99092426553
1953,148397.44635600795
1954,254165.89929008597
1955,139107.7767281249
1956,324752.0094418769
1957,208466.48394631344
1958,261265.54309489127
1959,191684.37597859505
1960,122358.1900385778
1961,82731.79461200169
1962,128833.80960597034
1963,128833.80960597034
1964,159951.98323115933
1965,149021.47059342073
1966,159074.01312835864
1967,195504.40438547128
1968,277010.1867489437
1969,272714.7878894629
1970,313070.49963403156
1971,318403.3628071783
1972,290607.1309732557
1973,229268.36405601053
1974,260249.7596333395
1975,347619.01306373987
1976,225099.93812922365
1977,300500.17929732834
1978,305706.0695377812
1979,262049.0615431693
1980,198689.56812887764
1981,253668.84798536717
1982,195515.2448115284
1983,195515.2448115284
1984,231575.5576966162
1985,209863.1862059471
1986,225226.91106191764
1987,183325.84327290714
1988,186997.21789497518
1989,213026.6690972393
1990,216317.12492122545
1991,197546.81173463192
1992,234866.01352060234
1993,174172.95169288412
1994,258980.0303063998
1995,204265.5367413553
1996,273846.7038576515
1997,239934.0904023041
1998,279825.27212032524
1999,233966.36256568745
2000,281708.18525862065
2001,243108.41371965338
2002,194996.5126546954
2003,252535.8967062875
2004,232580.50073211087
2005,180013.7065968068
2006,168840.0885197373
2007,205408.293135601
2008,179770.60115747593
2009,209979.318712584
2010,205789.21193368293
2011,122220.37667982673
2012,142175.77265400335
2013,198932.6735682085
2014,207947.75178948045
2015,205027.3743375191
2016,207566.83299139855
2017,215185.2089530368
2018,97968.54653527823
2019,82731.79461200169
2020,86033.09086204495
2021,82731.79461200169
2022,176204.51861598765
2023,172511.46314180538
2024,304817.2590089234
2025,317895.47107640246
2026,213683.21461282336
2027,177485.08836898446
2028,201863.89144622695
2029,191314.2976065702
2030,233099.23288894384
2031,200330.41113873324
2032,183686.11652976592
2033,222814.42534073218
2034,172903.2223659444
2035,221787.8014531233
2036,196012.29611624716
2037,198678.72770282053
2038,328963.7970728921
2039,191315.33291746126
2040,368441.5387146601
2041,228411.03949443295
2042,224708.17890508464
2043,145339.25554529554
2044,163475.73937931028
2045,169845.031555232
2046,170479.89621870185
2047,128431.20995577425
2048,90477.14350633393
2049,122589.4197409605
2050,154587.63409073232
2051,132262.07878870756
